Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,_1,OBPM,DBPM,BPM,VORP,Player-additional
294,Ja Morant,PG,23,MEM,12,395,25.6,0.584,0.242,0.393,3.5,15.9,9.8,36.6,1.5,0.9,14,36.1,1.1,0.4,1.4,0.175,,6,0.1,6,0.8,moranja01
295,Marcus Morris,PF,33,LAC,12,371,15.6,0.614,0.475,0.05,1.9,18.3,10.6,11.2,1.3,1,8.3,18.8,0.5,0.5,1,0.133,,0.5,0.8,1.3,0.3,morrima03
296,Markieff Morris,PF,33,BRK,8,77,5.6,0.455,0.682,0,3,20,11.7,15.9,1.3,2.4,24.1,16.9,-0.1,0.1,-0.1,-0.033,,-5.2,-0.1,-5.3,-0.1,morrima02
297,Monte Morris,PG,27,WAS,14,386,13.1,0.499,0.345,0.186,2.1,13,7.7,25.8,1.3,0.9,9.6,15.5,0.4,0.4,0.7,0.092,,-1,0.2,-0.8,0.1,morrimo01
298,Trey Murphy III,SF,22,NOP,13,371,14.5,0.638,0.664,0.206,5.1,12.6,8.8,6.4,1.6,1.3,7.9,14.4,0.8,0.4,1.1,0.146,,1.5,-0.3,1.3,0.3,murphtr02
299,Dejounte Murray,SG,26,ATL,14,512,20.4,0.53,0.303,0.142,2.5,16,9.2,31.4,2.7,1,10.1,25.5,0.7,0.8,1.5,0.139,,3.1,1.6,4.6,0.9,murrade01
300,Jamal Murray,PG,25,DEN,12,344,14.5,0.512,0.309,0.146,2.6,11,6.8,21.9,1.7,0,11.7,26.6,0,0.2,0.2,0.034,,-1.1,-2.3,-3.4,-0.1,murraja01
301,Keegan Murray,SF,22,SAC,11,352,10.4,0.584,0.603,0.078,2.7,10.9,6.9,5.2,1.6,2.2,13.7,17.1,-0.1,0.3,0.2,0.029,,-1.5,-1,-2.5,0,murrake02
302,Mike Muscala,C,31,OKC,11,152,15.2,0.572,0.645,0.226,4.6,27.8,15.8,7.2,0,3.5,8.1,20.2,0.2,0.2,0.4,0.12,,0,-1.3,-1.3,0,muscami01
303,Svi Mykhailiuk,SF,25,NYK,3,6,52.8,1.308,1,0.333,0,35.1,17.3,0,0,0,22.5,30.6,0,0,0,0.034,,32.7,6.5,39.2,0.1,mykhasv01
304,Larry Nance Jr.,PF,30,NOP,12,278,18.4,0.698,0.107,0.16,8.4,19.3,13.8,13.7,1.7,2,14.8,14.3,0.7,0.4,1,0.175,,1.1,1.2,2.3,0.3,nancela02
305,Andrew Nembhard,SG,23,IND,11,221,10.7,0.551,0.547,0.078,2,10.3,6.2,22.6,1.7,0.4,15.3,14.4,0.2,0.1,0.3,0.071,,-1.7,0,-1.7,0,nembhan01
306,Aaron Nesmith,SF,23,IND,8,169,9.1,0.536,0.528,0.208,2,14.8,8.4,11.3,0.6,3.8,13.5,16.1,0,0.1,0.1,0.035,,-3.1,-0.3,-3.4,-0.1,nesmiaa01
307,Raul Neto,PG,30,CLE,8,91,12.1,0.525,0.36,0.24,2.6,12.8,7.7,19.5,2.2,0,12.6,15.1,0.1,0.1,0.2,0.117,,-2.8,1.8,-1,0,netora01
308,Georges Niang,PF,29,PHI,14,253,13.3,0.664,0.788,0.082,1.4,10.5,5.9,6.1,1,2.2,10.2,17.5,0.3,0.2,0.6,0.105,,1.1,-0.7,0.5,0.2,niangge01
309,Daishen Nix,PG,20,HOU,12,167,8.6,0.556,0.667,0.111,1.9,8.7,5.2,22.1,2.6,0.5,31,13.4,-0.1,0.1,0,-0.002,,-2.5,-0.8,-3.3,-0.1,nixda01
310,Zeke Nnaji,PF,22,DEN,8,31,13.6,0.576,0.231,0.154,14.6,10.7,12.7,0,3.1,0,12.6,21.9,0,0,0.1,0.092,,-6.7,-1.5,-8.2,0,nnajize01
311,Nerlens Noel,C,28,DET,4,54,7.3,0.4,0,0.333,3.8,25.9,14.6,7.9,2.7,1.6,17.9,13,-0.1,0.1,0,-0.024,,-5,0.7,-4.2,0,noelne01
312,Jaylen Nowell,SG,23,MIN,14,254,14.3,0.499,0.382,0.132,3.5,12.6,8.3,19.7,1.3,0.7,7.9,27.5,0,0.2,0.2,0.038,,-0.8,-1.8,-2.6,0,nowelja01
313,Frank Ntilikina,PG,24,DAL,1,4,-15.6,0,1,0,0,59.6,30.3,31.6,0,0,0,34,-0.1,0,-0.1,-0.636,,-21.1,-6.4,-27.5,0,ntilila01
314,Kendrick Nunn,PG,27,LAL,11,148,0.8,0.375,0.515,0.044,0.7,10.8,5.7,13.6,0.6,0.6,17.8,24,-0.7,0.1,-0.6,-0.187,,-8.3,-3.3,-11.6,-0.4,nunnke01
315,Jusuf Nurki?,C,28,POR,10,295,17.8,0.585,0.113,0.33,12.4,30.3,21.6,13.3,1.5,2.5,18.4,20.3,0.3,0.5,0.9,0.143,,-0.6,1,0.4,0.2,nurkiju01
316,Jordan Nwora,SF,24,MIL,13,236,7.4,0.432,0.5,0.174,4.8,18.4,11.7,7.8,0.8,0.3,9.7,18,-0.2,0.4,0.2,0.034,,-4.4,-0.6,-5,-0.2,nworajo01
317,Royce O'Neale,SF,29,BRK,14,509,10.3,0.514,0.604,0.104,3.6,10.6,7.2,15.4,1.8,1.6,10.8,13.8,0.3,0.5,0.7,0.07,,-1.3,0.1,-1.3,0.1,onealro01
318,Chuma Okeke,PF,24,ORL,14,294,12.3,0.563,0.676,0.25,8.2,14.8,11.7,10.2,1,2.3,9.6,12.3,0.5,0.3,0.7,0.118,,0,0.4,0.4,0.2,okekech01
319,Josh Okogie,SG,24,PHO,12,63,3.7,0.361,0.5,0.429,5.3,20.8,12.8,2,3.2,2.9,23.1,14.9,-0.2,0.1,-0.1,-0.05,,-8.3,1.2,-7.1,-0.1,okogijo01
320,Onyeka Okongwu,C,22,ATL,13,257,18,0.674,0.014,0.208,9.8,20.1,14.9,7,1.3,3.6,9.2,13.9,0.7,0.4,1,0.194,,-0.7,1.1,0.4,0.2,okongon01
321,Isaac Okoro,SG,22,CLE,13,205,1.5,0.412,0.389,0.333,2.9,8,5.4,3.1,1.7,0.5,21,11.1,-0.3,0.2,-0.1,-0.019,,-8.5,0.4,-8.1,-0.3,okorois01
322,KZ Okpala,PF,23,SAC,6,39,2.4,0.3,0.8,0,6.1,12,9.1,6.1,0,0,0,5.6,0,0,0,0.008,,-4.5,-2.3,-6.8,0,okpalkz01
323,Kelly Olynyk,PF,31,UTA,15,402,14.7,0.673,0.387,0.336,4.9,12.8,8.8,16.2,2.3,1.4,21.8,18.1,0.6,0.5,1.1,0.126,,-0.7,1.2,0.5,0.2,olynyke01
324,Eugene Omoruyi,SF,25,OKC,6,69,16.3,0.697,0.423,0.423,7.3,11,9.1,4.2,0.7,0,11.5,20.9,0.2,0,0.2,0.157,,-0.4,-1.6,-1.9,0,omorueu01
325,Cedi Osman,SF,27,CLE,13,278,10.4,0.571,0.538,0.264,1.3,11.7,6.5,12.4,0.2,0.3,9.8,17.5,0.3,0.2,0.5,0.094,,-1.3,-0.6,-1.9,0,osmande01
326,Kelly Oubre Jr.,SF,27,CHO,15,462,14.2,0.514,0.471,0.217,3.6,13.3,8.3,6.3,2.4,1,6.3,26,0,0.5,0.5,0.055,,-0.7,-0.7,-1.3,0.1,oubreke01
327,Chris Paul,PG,37,PHO,10,302,17.9,0.522,0.434,0.447,1.9,15.7,8.6,40.4,2.8,0.6,14.2,15.2,0.7,0.4,1.2,0.19,,1.4,2,3.4,0.4,paulch01
328,Cameron Payne,PG,28,PHO,11,240,14.2,0.519,0.433,0.1,1.4,12.4,6.7,26.7,2.3,0.4,14.4,26.5,0,0.3,0.3,0.053,,-0.3,-0.9,-1.2,0.1,payneca01
329,Theo Pinson,SG,27,DAL,2,7,21,1.136,,,0,34,17.3,18,0,0,0,5.7,0,0,0,0.34,,3.4,4.5,7.9,0,pinsoth01
330,Scotty Pippen Jr.,PG,22,LAL,2,8,-0.2,0.399,0,2,12.9,13.3,13.1,0,0,0,21,25,0,0,0,-0.14,,-13,-6.2,-19.2,0,pippesc02
331,Mason Plumlee,C,32,CHO,15,399,17.9,0.644,0,0.636,11.5,24.5,17.8,22,1.1,1.8,19.9,14.9,0.8,0.5,1.3,0.157,,0.2,1.4,1.6,0.4,plumlma01
332,Jakob Poeltl,C,27,SAS,14,400,19.6,0.621,0,0.364,14.3,24.1,19,18.4,1.5,3.4,19.4,17.6,0.6,0.4,1,0.122,,0.5,0.4,0.8,0.3,poeltja01
333,Aleksej Pokusevski,PF,21,OKC,12,293,14.9,0.542,0.413,0.125,7.2,18.5,12.7,9.6,1.6,6,15.4,18.3,0,0.4,0.5,0.076,,-0.8,0.4,-0.3,0.1,pokusal01
334,Jordan Poole,SG,23,GSW,14,400,13.8,0.575,0.53,0.281,0.9,6,3.5,22,2,0.4,16.8,26.4,0.1,0.2,0.3,0.041,,-0.7,-1.7,-2.4,0,poolejo01
335,Kevin Porter Jr.,PG,22,HOU,14,487,14,0.515,0.342,0.364,4.5,13.8,9,26,1.9,0.7,17.4,26.5,0,0.2,0.2,0.017,,-0.5,-1.9,-2.3,0,porteke02
336,Michael Porter Jr.,SF,24,DEN,12,349,18.8,0.651,0.567,0.127,5.2,19.4,12.4,6.2,1.1,0.8,6.7,21.8,0.8,0.3,1.1,0.153,,3.2,-1.6,1.6,0.3,portemi01
337,Otto Porter Jr.,SF,29,TOR,8,146,14.3,0.656,0.567,0.267,4.3,10.6,7.3,7.4,3.7,0,10.7,10.8,0.3,0.2,0.4,0.142,,-1,1.5,0.6,0.1,porteot01
338,Bobby Portis,PF,27,MIL,13,344,17.9,0.517,0.323,0.146,10.8,31.1,21.1,12.3,0.7,0.7,7.7,22,0.4,0.7,1.1,0.151,,1.2,-0.3,0.9,0.3,portibo01
339,Kristaps Porzi??is,PF,27,WAS,13,403,22.9,0.614,0.399,0.356,8.1,20.5,14.5,12.7,1.2,3.9,9.6,26.4,1,0.6,1.6,0.189,,3.7,0.5,4.2,0.6,porzikr01
340,Micah Potter,PF,24,UTA,2,12,17.5,1,0,0,9,18.2,13.6,11.6,0,0,0,6.9,0.1,0,0.1,0.244,,1.9,0.6,2.6,0,pottemi01
341,Dwight Powell,C,31,DAL,9,166,15.3,0.676,0.028,0.389,11.1,13.6,12.4,1.8,1.8,2.2,12.5,13.2,0.4,0.2,0.6,0.16,,-1.1,-0.1,-1.2,0,poweldw01
342,Norman Powell,SG,29,LAC,14,352,11,0.539,0.374,0.338,1.7,9.8,6,8.8,1.8,1,14.9,23.7,-0.3,0.5,0.2,0.022,,-3.7,-0.4,-4.1,-0.2,powelno01
343,Jason Preston,PG,23,LAC,1,3,-25.8,0,1,2,0,0,0,0,0,0,0,27.9,0,0,0,-0.721,,-22.6,-11.1,-33.7,0,prestja01
344,Joshua Primo,SG,20,SAS,4,93,6.4,0.467,0.462,0.346,2.3,13.5,7.8,25.1,0.5,1.7,26.9,18.2,-0.1,0,-0.1,-0.056,,-4.5,-1.9,-6.3,-0.1,primojo01
345,Taurean Prince,SF,28,MIN,14,278,11.4,0.654,0.549,0.207,2.4,11.2,7,7.4,0.7,1,11.8,15.4,0.4,0.1,0.5,0.092,,-1.4,-1.4,-2.8,-0.1,princta02
346,Payton Pritchard,PG,25,BOS,7,74,13.7,0.532,0.455,0.121,12.2,10.4,11.3,16.3,2,0,20.6,26.1,-0.1,0.1,0,0.001,,-1.5,-2.6,-4.1,0,pritcpa01
347,Immanuel Quickley,PG,23,NYK,13,278,13.2,0.484,0.472,0.255,3,21.2,12,20.9,2.6,0.7,13.2,20.2,0,0.4,0.4,0.062,,-2.1,1.1,-1,0.1,quickim01
348,Julius Randle,PF,28,NYK,13,435,17.6,0.578,0.383,0.444,7.8,20.6,14.1,15.4,0.9,0.6,14.3,26,0.6,0.4,1,0.107,,1.5,-1.2,0.3,0.2,randlju01
349,Austin Reaves,SG,24,LAL,13,350,10.7,0.643,0.507,0.465,2.7,10.1,6.3,8.1,0.8,1,14.1,12,0.4,0.2,0.6,0.085,,-1.8,-0.4,-2.2,0,reaveau01
350,Cam Reddish,SF,23,NYK,13,277,10.5,0.542,0.419,0.161,1.5,7.6,4.5,7.1,1.5,2,8.3,16.2,0.1,0.2,0.3,0.055,,-2,-0.5,-2.5,0,reddica01
351,Davon Reed,SG,27,DEN,9,52,-1.1,0.472,0.467,0.133,0,8.5,4.3,2.3,2.8,0,33.5,19.6,-0.2,0,-0.2,-0.175,,-9.3,-2.7,-12,-0.1,reedda01
352,Paul Reed,C,23,PHI,11,79,6.7,0.231,0.154,0,7.3,19,13.2,1.6,6.9,5.9,18.8,9.1,-0.2,0.2,0.1,0.035,,-9.5,5.2,-4.3,0,reedpa01
353,Naz Reid,C,23,MIN,9,118,19.9,0.652,0.377,0.226,5.7,15.8,10.9,4.2,1.6,5.3,10.7,23.3,0.2,0.1,0.3,0.13,,0.8,0.7,1.5,0.1,reidna01
354,Nick Richards,C,25,CHO,15,286,21.7,0.687,0,0.588,15.3,17.7,16.5,6.5,0.2,3.7,10.1,17.5,1,0.2,1.2,0.208,,1.4,-1.3,0.1,0.1,richani01
355,Josh Richardson,SG,29,SAS,13,304,11.1,0.564,0.574,0.27,1.4,10.2,5.7,17.5,1.4,0.5,16.8,21,0.1,0.1,0.1,0.023,,-2.1,-2.3,-4.4,-0.2,richajo01
356,Austin Rivers,SG,30,MIN,7,44,3.9,0.418,0.556,0.444,0,9.4,4.9,5.5,0,2,8.5,11.3,0,0,0,-0.018,,-5.9,-1.9,-7.8,-0.1,riverau01
357,Duncan Robinson,SF,28,MIA,14,246,7.5,0.493,0.747,0.11,1.4,13.6,7.3,10.8,0.2,0,6.8,18.3,0,0.1,0.1,0.017,,-2.8,-2.1,-4.8,-0.2,robindu01
358,Mitchell Robinson,C,24,NYK,8,174,18.1,0.664,0,0.424,16.5,13.9,15.2,6.3,0.8,9.5,11.3,10.5,0.4,0.2,0.6,0.179,,-0.2,1.7,1.5,0.1,robinmi01
359,Jeremiah Robinson-Earl,PF,22,OKC,13,233,16.4,0.628,0.5,0.141,6.5,17.2,11.7,5.2,2.2,1.5,6.8,15.8,0.5,0.3,0.8,0.157,,0.6,-0.1,0.5,0.2,robinje02
360,Isaiah Roby,PF,24,SAS,9,96,12,0.451,0.367,0.333,3.4,20.3,11.6,16.8,2.5,2.5,8,16.1,0,0.1,0.1,0.045,,-1.9,1,-0.8,0,robyis01
361,David Roddy,PF,21,MEM,14,251,8.2,0.458,0.53,0.12,5.2,11,8.1,4.7,1.3,1.8,7.4,15.6,0,0.2,0.2,0.033,,-3.2,-0.9,-4.1,-0.1,roddyda01
362,Ryan Rollins,PG,20,GSW,5,21,-1.5,0.676,0.375,0.25,0,15.5,8,13.7,0,0,44.1,31.9,-0.1,0,-0.1,-0.246,,-13.2,-5,-18.2,-0.1,rolliry01
363,Derrick Rose,PG,34,NYK,13,173,11.5,0.482,0.42,0.086,2.4,12.8,7.5,23.6,1.4,1.1,15.1,23.7,-0.1,0.1,0,0,,-1.4,-1.6,-3,0,rosede01
364,Terrence Ross,SG,31,ORL,13,343,9.4,0.558,0.519,0.083,2.1,9,5.8,8.5,1.1,0.8,11.8,16,0.1,0.2,0.4,0.052,,-2.3,-0.5,-2.8,-0.1,rosste01
365,Terry Rozier,PG,28,CHO,8,286,14.1,0.485,0.467,0.114,4.4,11.2,7.7,23.4,0.8,0.9,9.3,28.5,-0.1,0.2,0.1,0.016,,1.8,-2.3,-0.6,0.1,roziete01
366,D'Angelo Russell,PG,26,MIN,14,421,13.9,0.522,0.469,0.24,2.9,9.1,6.1,29.4,2,1.7,17.8,23.6,0,0.3,0.3,0.04,,-0.1,-1,-1.1,0.1,russeda01
367,Matt Ryan,SF,25,LAL,10,122,6.6,0.509,0.705,0.114,1.7,9.6,5.6,3.4,0.8,0,6.1,17,0,0.1,0,0.012,,-3.2,-2,-5.2,-0.1,ryanma01
368,Domantas Sabonis,PF,26,SAC,12,384,23,0.615,0.1,0.564,9.6,31.9,20.8,29.6,1.4,1.3,13.4,22.8,1.3,0.4,1.7,0.212,,2.9,1.8,4.7,0.6,sabondo01
369,Dario Šari?,PF,28,PHO,7,63,9.2,0.356,0.391,0.087,16,20.8,18.3,12.7,2.4,0,11.2,18.5,-0.1,0.1,0,0.024,,-3.8,-1.2,-5,0,saricda01
370,Jordan Schakel,SF,24,WAS,2,6,25.5,0.75,0.5,0,0,0,0,24.9,8.2,0,0,14.8,0,0,0,0.341,,7.4,9.6,17,0,schakjo01
371,Admiral Schofield,PF,25,ORL,5,32,6.1,0.667,0.833,0,0,16.6,8.8,0,0,0,0,8.1,0,0,0.1,0.087,,-4,-0.4,-4.4,0,schofad01
372,Dereon Seabron,SG,22,NOP,2,3,0,,,,0,0,0,0,0,0,,0,0,0,0,0.005,,-5.7,-3.4,-9.1,0,seabrde01
373,Alperen ?engün,C,20,HOU,12,318,22.8,0.643,0.123,0.525,13.9,21.9,17.7,12.2,1.2,3.1,14.3,22.5,0.9,0.2,1.1,0.171,,1.9,-1.4,0.5,0.2,sengual01
374,Collin Sexton,SG,24,UTA,15,332,16.3,0.589,0.3,0.427,4.6,9.6,7.1,12.1,1.6,0.2,12.3,25.4,0.5,0.3,0.8,0.114,,-0.1,-1.1,-1.1,0.1,sextoco01
375,Landry Shamet,SG,25,PHO,9,146,10.4,0.565,0.66,0.26,1.5,3.3,2.4,10.4,1.7,0.6,12.6,19,0.1,0.1,0.2,0.065,,-1.6,-1.1,-2.7,0,shamela01
376,Day'Ron Sharpe,C,21,BRK,10,89,9.6,0.472,0.048,0.476,12.9,27.3,20.2,9.3,1.7,5.1,24,16.8,-0.1,0.2,0.1,0.042,,-6.8,0.4,-6.4,-0.1,sharpda01
377,Shaedon Sharpe,SG,19,POR,12,250,11.8,0.601,0.318,0.129,4.7,9.3,7.1,3.2,0.8,1.1,9.1,17.4,0.2,0.2,0.5,0.088,,-1.5,-0.9,-2.4,0,sharpsh01
378,Pascal Siakam,C,28,TOR,9,321,24.1,0.565,0.228,0.413,5.3,25.1,14.6,36.3,1.2,1.6,10.8,29.1,0.9,0.3,1.2,0.181,,5.3,0.9,6.2,0.7,siakapa01
379,Ben Simmons,PG,26,BRK,9,245,9.9,0.455,0.022,0.333,4.7,20.7,12.9,29.1,2,1.9,27.9,13.1,-0.1,0.3,0.3,0.054,,-4.1,1.6,-2.5,0,simmobe01
380,Marko Simonovic,C,23,CHI,1,2,-19.1,0,1,0,0,0,0,0,0,0,0,21.4,0,0,0,-0.501,,-19,-13.8,-32.8,0,simonma01
381,Anfernee Simons,SG,23,POR,11,398,15.2,0.559,0.569,0.193,1.2,8,4.7,19.3,1.1,0.5,10.6,27.1,0.4,0.3,0.7,0.089,,1,-1.4,-0.4,0.2,simonan01
382,Jericho Sims,C,24,NYK,8,88,15.6,0.968,0,0.182,11.7,16.8,14.2,1.5,0.5,6.2,14.4,6.5,0.2,0.1,0.3,0.176,,-1.7,0.3,-1.4,0,simsje01
383,Marcus Smart,PG,28,BOS,14,458,13.1,0.534,0.529,0.213,1,9.9,5.5,29.2,1.7,0.7,13.4,16.5,0.7,0.3,1,0.103,,-1.2,-0.2,-1.4,0.1,smartma01
384,Dennis Smith Jr.,PG,25,CHO,13,383,14.9,0.508,0.224,0.088,2.4,10.9,6.6,30.5,3.2,1.8,13.9,16.6,0.3,0.5,0.7,0.091,,-1.6,2,0.4,0.2,smithde03
385,Dru Smith,SG,25,MIA,1,6,7.8,0.333,0.667,0,0,19.9,9.7,0,8.2,0,0,22,0,0,0,-0.045,,-13.6,5,-8.6,0,smithdr01
386,Ish Smith,PG,34,DEN,5,23,-9.6,0.25,0.125,0,0,9.7,4.9,10.5,0,3.9,33.3,22.3,-0.2,0,-0.2,-0.339,,-16,-4.8,-20.8,-0.1,smithis01
387,Jabari Smith Jr.,PF,19,HOU,13,384,7.2,0.442,0.544,0.206,5.2,19.9,12.3,4.1,0.6,3.1,9.2,17.4,-0.3,0.2,-0.1,-0.01,,-4.3,-2,-6.3,-0.4,smithja05
388,Jalen Smith,PF,22,IND,12,286,12.3,0.534,0.434,0.212,8.1,26.6,17.4,6.6,0.3,2.9,13.3,20.3,0,0.2,0.2,0.036,,-1.8,-1.8,-3.6,-0.1,smithja04
389,Jeremy Sochan,PF,19,SAS,13,310,9.5,0.519,0.367,0.111,5.2,13.7,9.3,8.4,1.8,1.6,13.7,14.6,0,0.2,0.1,0.022,,-3.8,-0.7,-4.5,-0.2,sochaje01
390,Jaden Springer,PG,20,PHI,2,4,53.8,0.644,0,0.667,29,28.8,28.9,0,0,23.1,0,43.8,0,0,0,0.471,,11.2,7.3,18.5,0,sprinja01
391,Lamar Stevens,PF,25,CLE,4,53,10.8,0.567,0.133,0.533,4.4,11,7.7,2.7,0,1.8,5.1,16,0.1,0,0.1,0.118,,-4.5,-2.3,-6.8,-0.1,stevela01
392,Isaiah Stewart,C,21,DET,15,407,17.7,0.606,0.45,0.542,10.9,25.7,18.1,7.3,0.9,2.3,9.7,16.9,0.9,0.3,1.2,0.138,,1.3,-1.1,0.1,0.2,stewais01
393,Max Strus,SF,26,MIA,14,460,13,0.597,0.673,0.103,2.5,11.4,6.8,9.1,1.2,1.1,7.5,17.9,0.5,0.4,0.9,0.095,,0.5,-0.7,-0.2,0.2,strusma01
394,Jalen Suggs,PG,21,ORL,9,261,10.4,0.498,0.411,0.274,2.8,8.5,5.8,26.1,2.8,1.4,22,22.6,-0.3,0.3,0,0.005,,-4.5,0,-4.5,-0.2,suggsja01
395,Edmond Sumner,SG,27,BRK,12,207,13.1,0.555,0.4,0.293,2.2,9.6,6,13,2.9,1.8,15.9,21.8,0,0.2,0.2,0.05,,-2.4,0.3,-2.1,0,sumneed01
396,Cole Swider,SF,23,LAL,1,2,2.4,0,1,0,0,53.4,26.2,59.6,0,0,0,21,0,0,0,-0.259,,-5.7,1.7,-4,0,swideco01
397,Jae'Sean Tate,SF,27,HOU,3,68,13.5,0.574,0.25,0.2,12.4,8.2,10.4,22.1,2.1,0,18.7,16.1,0.1,0,0.1,0.093,,-1.3,0.2,-1.1,0,tateja01
398,Jayson Tatum,PF,24,BOS,14,525,27.1,0.641,0.454,0.433,2.4,19.5,11.1,17.4,1.2,3.2,8.6,32.1,1.9,0.6,2.4,0.222,,7,0.2,7.2,1.2,tatumja01
399,Terry Taylor,SG,23,IND,8,94,7.6,0.417,0.381,0.19,7,10.4,8.7,6.7,1,3.9,4.2,10.3,0,0.1,0.1,0.04,,-3.5,-0.6,-4.2,-0.1,taylote01
400,Garrett Temple,SG,36,NOP,2,21,11,0.75,1,0,0,5.4,2.7,6,2.3,0,0,8,0,0,0.1,0.146,,-0.4,0.5,0,0,templga01
401,Dalen Terry,SG,20,CHI,8,28,4.6,0.414,0.3,0.2,0,8.2,4,19.6,1.7,6.4,26.9,22.7,-0.1,0,-0.1,-0.118,,-6.1,-0.5,-6.6,0,terryda01
402,Cam Thomas,SG,21,BRK,9,175,14.2,0.532,0.234,0.531,0.7,9.5,5.1,16.8,2,1,9.2,22.3,0.1,0.2,0.3,0.082,,-1.5,-0.1,-1.6,0,thomaca02
403,Klay Thompson,SG,32,GSW,11,314,8.5,0.467,0.631,0.071,1.1,11.8,6.6,12.3,0.9,1.4,9.4,25.7,-0.5,0.2,-0.3,-0.049,,-2.7,-2.5,-5.2,-0.3,thompkl01
404,JT Thor,PF,20,CHO,13,143,6.4,0.417,0.526,0.237,5.8,15.4,10.5,7.4,1,3.1,17.7,15,-0.2,0.1,-0.1,-0.029,,-4.8,-0.6,-5.5,-0.1,thorjt01
405,Matisse Thybulle,SG,25,PHI,13,170,6.7,0.353,0.593,0.111,2.7,10.8,6.8,6.2,3.8,2.7,6.6,8,-0.1,0.3,0.2,0.044,,-5,3.3,-1.7,0,thybuma01
406,Xavier Tillman Sr.,PF,24,MEM,8,91,10,0.519,0.174,0.391,13,14,13.5,8.7,0,2,20.6,15.5,0,0.1,0,0.025,,-3.3,-1.4,-4.7,-0.1,tillmxa01
407,Isaiah Todd,PF,21,WAS,3,9,-0.1,0.333,0.667,0,0,0,0,0,0,0,0,14.8,0,0,0,-0.111,,-6.8,-4.1,-10.9,0,toddis01
408,Obi Toppin,PF,24,NYK,13,231,17.5,0.607,0.529,0.087,4.9,18.2,11.5,9.4,1.6,1.2,11.5,21.8,0.3,0.2,0.5,0.11,,2.7,-0.6,2.1,0.2,toppiob01
409,Juan Toscano-Anderson,SF,29,LAL,10,123,3.7,0.478,0.44,0.2,0.8,17.4,9,5.4,1.2,2.1,22.7,12,-0.2,0.1,-0.1,-0.027,,-7.4,0.1,-7.3,-0.2,toscaju01
410,Karl-Anthony Towns,PF,27,MIN,14,480,20.6,0.636,0.383,0.311,6.3,22.2,14.6,23.3,0.9,1.7,14.9,24.2,1.2,0.5,1.7,0.168,,3.1,0.3,3.5,0.7,townska01
411,Gary Trent Jr.,SG,24,TOR,14,448,13.5,0.535,0.487,0.256,2.4,4.5,3.4,6.8,2.1,0.7,6.1,21.7,0.4,0.3,0.7,0.072,,-0.7,-1.4,-2.1,0,trentga02
412,P.J. Tucker,PF,37,PHI,14,398,7.3,0.697,0.511,0.085,5.2,12.5,8.9,3.7,1,1.6,23.5,7.2,0.2,0.4,0.6,0.073,,-3.2,0,-3.2,-0.1,tuckepj01
413,Myles Turner,C,26,IND,7,198,22.2,0.656,0.36,0.613,6.1,27.4,16.8,7.5,0.5,10.1,12,22.3,0.5,0.3,0.8,0.192,,1.3,1.7,3,0.3,turnemy01
414,Jonas Valan?i?nas,C,30,NOP,13,316,22.8,0.593,0.124,0.403,15.1,31.8,23.3,12.5,1.1,1.2,10.1,22.6,0.9,0.4,1.4,0.209,,3,-0.9,2.1,0.3,valanjo01
415,Jarred Vanderbilt,PF,23,UTA,13,323,15.9,0.626,0.195,0.207,10.4,25.8,18,14.7,2.5,1.3,20.4,14.5,0.5,0.6,1,0.15,,-1,2.2,1.2,0.3,vandeja01
416,Fred VanVleet,PG,28,TOR,10,365,19.5,0.567,0.565,0.238,1.7,10.1,5.7,27.5,3.1,1.9,7.9,20.4,0.9,0.4,1.3,0.174,,3.9,1.4,5.3,0.7,vanvlfr01
417,Devin Vassell,SG,22,SAS,10,309,17.1,0.57,0.456,0.156,0.3,14.8,7.4,18,1.2,1,7.1,24.6,0.4,0.1,0.5,0.085,,2.7,-1.4,1.4,0.3,vassede01
418,Gabe Vincent,PG,26,MIA,14,362,10,0.529,0.555,0.202,1.2,9.2,5.1,17.1,1.8,0.6,13.4,18.2,0,0.3,0.3,0.045,,-3.1,-0.1,-3.2,-0.1,vincega01
419,Noah Vonleh,C,27,BOS,12,127,7.7,0.578,0.105,0.105,14.3,17.4,15.8,4,0.8,3.9,31.2,10,0.1,0.1,0.2,0.066,,-5.7,-0.3,-6,-0.1,vonleno01
420,Nikola Vu?evi?,C,32,CHI,14,436,17.4,0.576,0.341,0.196,9.4,32.6,20.8,14.3,0.3,2.2,14.9,22.4,0.4,0.6,1,0.112,,1,-0.2,0.8,0.3,vucevni01
421,Dean Wade,PF,26,CLE,11,251,12.2,0.716,0.706,0.216,2.3,14.4,8.4,6,1.2,1.5,6.7,10.3,0.5,0.3,0.8,0.162,,0.5,2,2.5,0.3,wadede01
422,Franz Wagner,SF,21,ORL,14,477,15.6,0.562,0.249,0.207,3.8,9.6,6.9,21.4,1.1,0.8,14.4,24.6,0.5,0.3,0.8,0.078,,-0.2,-1.3,-1.4,0.1,wagnefr01
423,Jabari Walker,SF,20,POR,8,72,15.3,0.586,0.294,0.353,8.2,23,15.8,16.5,0.7,1.3,9.2,13.2,0.2,0.1,0.2,0.164,,0.2,1.3,1.5,0.1,walkeja01
